"","ano_trimestre","trimestre","oni_media","enso_class","bar_color","data_inicio","enso_fase"
"543",2004,"DJF",0.366666666666667,"Neutral","gray80",2004-01-01,"Neutral"
"544",2004,"FMA",0.16,"Neutral","gray80",2004-03-01,"Neutral"
"545",2004,"JAS",0.72,"El_Nino","firebrick",2004-08-01,"El_Nino"
"546",2004,"JFM",0.21,"Neutral","gray80",2004-02-01,"Neutral"
"547",2004,"JJA",0.7,"El_Nino","firebrick",2004-07-01,"El_Nino"
"548",2004,"MAM",0.14,"Neutral","gray80",2004-04-01,"Neutral"
"549",2004,"MJJ",0.51,"El_Nino","firebrick",2004-06-01,"El_Nino"
"550",2004,"SON",0.61,"El_Nino","firebrick",2004-10-01,"El_Nino"
"551",2005,"AMJ",0.12,"Neutral","gray80",2005-05-01,"Neutral"
"552",2005,"ASO",-0.1,"Neutral","gray80",2005-09-01,"Neutral"
"553",2005,"DJF",0.636666666666667,"El_Nino","firebrick",2005-01-01,"El_Nino"
"554",2005,"FMA",0.35,"Neutral","gray80",2005-03-01,"Neutral"
