"","ano_trimestre","trimestre","oni_media","enso_class","bar_color","data_inicio","enso_fase"
"42",2019,"ASO",0.48,"Neutral","gray80",2019-09-01,"Neutral"
"43",2019,"DJF",0.75,"El_Nino","firebrick",2019-01-01,"El_Nino"
"44",2019,"FMA",0.62,"El_Nino","firebrick",2019-03-01,"El_Nino"
"45",2019,"JAS",0.04,"Neutral","gray80",2019-08-01,"Neutral"
"46",2019,"JFM",0.8,"El_Nino","firebrick",2019-02-01,"El_Nino"
"47",2019,"JJA",0.04,"Neutral","gray80",2019-07-01,"Neutral"
"48",2019,"MAM",0.55,"El_Nino","firebrick",2019-04-01,"El_Nino"
"49",2019,"MJJ",0.35,"Neutral","gray80",2019-06-01,"Neutral"
"50",2019,"SON",0.52,"El_Nino","firebrick",2019-10-01,"El_Nino"
"51",2020,"AMJ",-0.34,"Neutral","gray80",2020-05-01,"Neutral"
"52",2020,"ASO",-1.25,"La_Nina","steelblue",2020-09-01,"La_Nina"
"53",2020,"DJF",0.496666666666667,"Neutral","gray80",2020-01-01,"Neutral"
"54",2020,"FMA",0.36,"Neutral","gray80",2020-03-01,"Neutral"
"55",2020,"JAS",-0.83,"La_Nina","steelblue",2020-08-01,"La_Nina"
"56",2020,"JFM",0.48,"Neutral","gray80",2020-02-01,"Neutral"
"57",2020,"JJA",-0.59,"La_Nina","steelblue",2020-07-01,"La_Nina"
"58",2020,"MAM",-0.27,"Neutral","gray80",2020-04-01,"Neutral"
"59",2020,"MJJ",-0.3,"Neutral","gray80",2020-06-01,"Neutral"
"60",2020,"SON",-1.42,"La_Nina","steelblue",2020-10-01,"La_Nina"
"61",2021,"AMJ",-0.28,"Neutral","gray80",2021-05-01,"Neutral"
"62",2021,"ASO",-0.94,"La_Nina","steelblue",2021-09-01,"La_Nina"
"63",2021,"DJF",-1.04666666666667,"La_Nina","steelblue",2021-01-01,"La_Nina"
"64",2021,"FMA",-0.72,"La_Nina","steelblue",2021-03-01,"La_Nina"
"65",2021,"JAS",-0.55,"La_Nina","steelblue",2021-08-01,"La_Nina"
"66",2021,"JFM",-0.8,"La_Nina","steelblue",2021-02-01,"La_Nina"
"67",2021,"JJA",-0.53,"La_Nina","steelblue",2021-07-01,"La_Nina"
"68",2021,"MAM",-0.46,"Neutral","gray80",2021-04-01,"Neutral"
"69",2021,"MJJ",-0.39,"Neutral","gray80",2021-06-01,"Neutral"
"70",2021,"SON",-0.94,"La_Nina","steelblue",2021-10-01,"La_Nina"
"71",2022,"AMJ",-0.75,"La_Nina","steelblue",2022-05-01,"La_Nina"
"72",2022,"ASO",-0.99,"La_Nina","steelblue",2022-09-01,"La_Nina"
"73",2022,"DJF",-0.966666666666667,"La_Nina","steelblue",2022-01-01,"La_Nina"
"74",2022,"FMA",-1.11,"La_Nina","steelblue",2022-03-01,"La_Nina"
"75",2022,"JAS",-1.07,"La_Nina","steelblue",2022-08-01,"La_Nina"
"76",2022,"JFM",-0.97,"La_Nina","steelblue",2022-02-01,"La_Nina"
"77",2022,"JJA",-0.97,"La_Nina","steelblue",2022-07-01,"La_Nina"
"78",2022,"MAM",-1.11,"La_Nina","steelblue",2022-04-01,"La_Nina"
"79",2022,"MJJ",-0.7,"La_Nina","steelblue",2022-06-01,"La_Nina"
"80",2022,"SON",-0.9,"La_Nina","steelblue",2022-10-01,"La_Nina"
"81",2023,"AMJ",0.84,"El_Nino","firebrick",2023-05-01,"El_Nino"
"82",2023,"ASO",1.72,"El_Nino","firebrick",2023-09-01,"El_Nino"
"83",2023,"DJF",-0.68,"La_Nina","steelblue",2023-01-01,"La_Nina"
"84",2023,"FMA",0.13,"Neutral","gray80",2023-03-01,"Neutral"
"85",2023,"JAS",1.6,"El_Nino","firebrick",2023-08-01,"El_Nino"
"86",2023,"JFM",-0.11,"Neutral","gray80",2023-02-01,"Neutral"
"87",2023,"JJA",1.35,"El_Nino","firebrick",2023-07-01,"El_Nino"
"88",2023,"MAM",0.46,"Neutral","gray80",2023-04-01,"Neutral"
"89",2023,"MJJ",1.02,"El_Nino","firebrick",2023-06-01,"El_Nino"
"90",2023,"SON",2.02,"El_Nino","firebrick",2023-10-01,"El_Nino"
"91",2024,"AMJ",0.18,"Neutral","gray80",2024-05-01,"Neutral"
"92",2024,"ASO",-0.27,"Neutral","gray80",2024-09-01,"Neutral"
"93",2024,"DJF",1.78,"El_Nino","firebrick",2024-01-01,"El_Nino"
"94",2024,"FMA",0.77,"El_Nino","firebrick",2024-03-01,"El_Nino"
"95",2024,"JAS",-0.26,"Neutral","gray80",2024-08-01,"Neutral"
"96",2024,"JFM",1.12,"El_Nino","firebrick",2024-02-01,"El_Nino"
"97",2024,"JJA",-0.12,"Neutral","gray80",2024-07-01,"Neutral"
"98",2024,"MAM",0.23,"Neutral","gray80",2024-04-01,"Neutral"
"99",2024,"MJJ",0.05,"Neutral","gray80",2024-06-01,"Neutral"
"100",2024,"SON",-0.25,"Neutral","gray80",2024-10-01,"Neutral"
"101",2025,"AMJ",-0.06,"Neutral","gray80",2025-05-01,"Neutral"
"102",2025,"DJF",-0.586666666666667,"La_Nina","steelblue",2025-01-01,"La_Nina"
"103",2025,"FMA",-0.14,"Neutral","gray80",2025-03-01,"Neutral"
"104",2025,"JFM",0.01,"Neutral","gray80",2025-02-01,"Neutral"
"105",2025,"JJA",-0.32,"Neutral","gray80",2025-07-01,"Neutral"
"106",2025,"MAM",-0.13,"Neutral","gray80",2025-04-01,"Neutral"
"107",2025,"MJJ",-0.14,"Neutral","gray80",2025-06-01,"Neutral"
