"","year","enso_q","lat","lon","hours","enso_q_index.x","ONI","enso_q_index.y"
"1",2022,"DJF",-23.41,-29.57,0.82,"2022-DJF",-0.97,"2022-DJF"
"2",2022,"DJF",-23.4,-30.52,0.85,"2022-DJF",-0.97,"2022-DJF"
"3",2022,"DJF",-23.4,-30.47,1.03,"2022-DJF",-0.97,"2022-DJF"
"4",2022,"DJF",-23.4,-30.34,0.82,"2022-DJF",-0.97,"2022-DJF"
"5",2022,"DJF",-23.4,-30.31,0.87,"2022-DJF",-0.97,"2022-DJF"
"6",2022,"DJF",-23.4,-30.3,0.65,"2022-DJF",-0.97,"2022-DJF"
"7",2022,"DJF",-23.4,-30.29,1.08,"2022-DJF",-0.97,"2022-DJF"
"8",2022,"DJF",-23.4,-29.6,1.13,"2022-DJF",-0.97,"2022-DJF"
"9",2022,"DJF",-23.4,-29.59,0.92,"2022-DJF",-0.97,"2022-DJF"
"10",2022,"DJF",-23.39,-30.3,0.65,"2022-DJF",-0.97,"2022-DJF"
"11",2022,"DJF",-23.39,-29.61,1.02,"2022-DJF",-0.97,"2022-DJF"
"12",2022,"DJF",-23.38,-30.31,1.1,"2022-DJF",-0.97,"2022-DJF"
"13",2022,"DJF",-23.38,-30.3,3.5,"2022-DJF",-0.97,"2022-DJF"
"14",2022,"DJF",-23.38,-29.63,0.76,"2022-DJF",-0.97,"2022-DJF"
"15",2022,"DJF",-23.38,-29.58,0.67,"2022-DJF",-0.97,"2022-DJF"
"16",2022,"DJF",-23.37,-29.64,1.2,"2022-DJF",-0.97,"2022-DJF"
"17",2022,"DJF",-23.36,-30.71,1.23,"2022-DJF",-0.97,"2022-DJF"
"18",2022,"DJF",-23.35,-30.72,1.02,"2022-DJF",-0.97,"2022-DJF"
"19",2022,"DJF",-23.34,-30.1,1.65,"2022-DJF",-0.97,"2022-DJF"
"20",2022,"DJF",-23.33,-30.09,1.42,"2022-DJF",-0.97,"2022-DJF"
"21",2022,"DJF",-23.33,-30.08,0.97,"2022-DJF",-0.97,"2022-DJF"
"22",2022,"DJF",-23.33,-30.07,0.58,"2022-DJF",-0.97,"2022-DJF"
"23",2022,"DJF",-23.33,-30.06,1.4,"2022-DJF",-0.97,"2022-DJF"
"24",2022,"DJF",-23.33,-29.53,1.06,"2022-DJF",-0.97,"2022-DJF"
"25",2022,"DJF",-23.32,-30.77,0.96,"2022-DJF",-0.97,"2022-DJF"
"26",2022,"DJF",-23.29,-30.13,0.98,"2022-DJF",-0.97,"2022-DJF"
"27",2022,"DJF",-23.27,-30.84,0.37,"2022-DJF",-0.97,"2022-DJF"
"28",2022,"DJF",-23.27,-29.51,1.34,"2022-DJF",-0.97,"2022-DJF"
"29",2022,"DJF",-23.26,-30.42,1.84,"2022-DJF",-0.97,"2022-DJF"
"30",2022,"DJF",-23.26,-30.14,0.78,"2022-DJF",-0.97,"2022-DJF"
"31",2022,"DJF",-23.26,-30.12,0.97,"2022-DJF",-0.97,"2022-DJF"
"32",2022,"DJF",-23.24,-30.92,1.67,"2022-DJF",-0.97,"2022-DJF"
"33",2022,"DJF",-23.21,-31,1.02,"2022-DJF",-0.97,"2022-DJF"
"34",2022,"DJF",-23.2,-30.14,0.9,"2022-DJF",-0.97,"2022-DJF"
"35",2022,"DJF",-23.17,-31.06,0.28,"2022-DJF",-0.97,"2022-DJF"
"36",2022,"DJF",-23.16,-30.85,4.12,"2022-DJF",-0.97,"2022-DJF"
"37",2022,"DJF",-23.15,-31.42,1.16,"2022-DJF",-0.97,"2022-DJF"
"38",2022,"DJF",-23.15,-31.14,2.28,"2022-DJF",-0.97,"2022-DJF"
"39",2022,"DJF",-23.15,-30.99,4.72,"2022-DJF",-0.97,"2022-DJF"
"40",2022,"DJF",-23.14,-31.51,1.34,"2022-DJF",-0.97,"2022-DJF"
"41",2022,"DJF",-23.13,-31.53,1.06,"2022-DJF",-0.97,"2022-DJF"
"42",2022,"DJF",-23.13,-31.34,0.39,"2022-DJF",-0.97,"2022-DJF"
"43",2022,"DJF",-23.13,-31.31,1.09,"2022-DJF",-0.97,"2022-DJF"
"44",2022,"DJF",-23.13,-29.47,0.95,"2022-DJF",-0.97,"2022-DJF"
"45",2022,"DJF",-23.12,-31.08,0.77,"2022-DJF",-0.97,"2022-DJF"
"46",2022,"DJF",-23.11,-31.18,1.86,"2022-DJF",-0.97,"2022-DJF"
"47",2022,"DJF",-23.11,-30.7,0.8,"2022-DJF",-0.97,"2022-DJF"
"48",2022,"DJF",-23.11,-30.69,0.68,"2022-DJF",-0.97,"2022-DJF"
"49",2022,"DJF",-23.11,-30.68,1.1,"2022-DJF",-0.97,"2022-DJF"
"50",2022,"DJF",-23.11,-30.65,1.03,"2022-DJF",-0.97,"2022-DJF"
"51",2022,"DJF",-23.11,-30.64,0.98,"2022-DJF",-0.97,"2022-DJF"
"52",2022,"DJF",-23.11,-30.62,0.38,"2022-DJF",-0.97,"2022-DJF"
"53",2022,"DJF",-23.11,-30.56,2.55,"2022-DJF",-0.97,"2022-DJF"
"54",2022,"DJF",-23.11,-30.16,1.48,"2022-DJF",-0.97,"2022-DJF"
"55",2022,"DJF",-23.1,-30.16,0.78,"2022-DJF",-0.97,"2022-DJF"
"56",2022,"DJF",-23.1,-29.46,1.05,"2022-DJF",-0.97,"2022-DJF"
"57",2022,"DJF",-23.09,-30.59,1.53,"2022-DJF",-0.97,"2022-DJF"
"58",2022,"DJF",-23.08,-31.36,0.8,"2022-DJF",-0.97,"2022-DJF"
"59",2022,"DJF",-23.08,-31.34,1.72,"2022-DJF",-0.97,"2022-DJF"
"60",2022,"DJF",-23.08,-30.57,1.75,"2022-DJF",-0.97,"2022-DJF"
"61",2022,"DJF",-23.07,-30.58,2.47,"2022-DJF",-0.97,"2022-DJF"
"62",2022,"DJF",-23.06,-31.43,3.43,"2022-DJF",-0.97,"2022-DJF"
"63",2022,"DJF",-23.06,-30.59,0.7,"2022-DJF",-0.97,"2022-DJF"
"64",2022,"DJF",-23.05,-30.73,0.87,"2022-DJF",-0.97,"2022-DJF"
"65",2022,"DJF",-23.05,-30.72,1.28,"2022-DJF",-0.97,"2022-DJF"
"66",2022,"DJF",-23.05,-30.69,0.3,"2022-DJF",-0.97,"2022-DJF"
"67",2022,"DJF",-23.05,-30.6,0.98,"2022-DJF",-0.97,"2022-DJF"
"68",2022,"DJF",-23.04,-31.43,3.07,"2022-DJF",-0.97,"2022-DJF"
"69",2022,"DJF",-23.04,-30.75,1.03,"2022-DJF",-0.97,"2022-DJF"
"70",2022,"DJF",-23.04,-30.73,0.87,"2022-DJF",-0.97,"2022-DJF"
"71",2022,"DJF",-23.04,-30.72,2.04,"2022-DJF",-0.97,"2022-DJF"
"72",2022,"DJF",-23.04,-30.71,1.75,"2022-DJF",-0.97,"2022-DJF"
"73",2022,"DJF",-23.04,-30.7,2.5,"2022-DJF",-0.97,"2022-DJF"
"74",2022,"DJF",-23.04,-30.52,0.62,"2022-DJF",-0.97,"2022-DJF"
"75",2022,"DJF",-23.03,-31.5,1.14,"2022-DJF",-0.97,"2022-DJF"
"76",2022,"DJF",-23.03,-31.2,0.2,"2022-DJF",-0.97,"2022-DJF"
"77",2022,"DJF",-23.03,-31.13,0.98,"2022-DJF",-0.97,"2022-DJF"
"78",2022,"DJF",-23.03,-30.69,0.82,"2022-DJF",-0.97,"2022-DJF"
"79",2022,"DJF",-23.03,-30.68,2,"2022-DJF",-0.97,"2022-DJF"
"80",2022,"DJF",-23.02,-30.64,1.43,"2022-DJF",-0.97,"2022-DJF"
"81",2022,"DJF",-23.02,-30.58,1.57,"2022-DJF",-0.97,"2022-DJF"
"82",2022,"DJF",-23.02,-30.48,1.4,"2022-DJF",-0.97,"2022-DJF"
"83",2022,"DJF",-23.01,-30.99,1,"2022-DJF",-0.97,"2022-DJF"
"84",2022,"DJF",-23.01,-30.74,1.19,"2022-DJF",-0.97,"2022-DJF"
"85",2022,"DJF",-23,-31.04,1.03,"2022-DJF",-0.97,"2022-DJF"
"86",2022,"DJF",-23,-30.83,1.28,"2022-DJF",-0.97,"2022-DJF"
"87",2022,"DJF",-22.99,-31.26,2.54,"2022-DJF",-0.97,"2022-DJF"
"88",2022,"DJF",-22.98,-30.56,1.03,"2022-DJF",-0.97,"2022-DJF"
"89",2022,"DJF",-22.98,-30.51,1.55,"2022-DJF",-0.97,"2022-DJF"
"90",2022,"DJF",-22.98,-30.38,0.93,"2022-DJF",-0.97,"2022-DJF"
"91",2022,"DJF",-22.96,-31.35,0.35,"2022-DJF",-0.97,"2022-DJF"
"92",2022,"DJF",-22.96,-30.17,1.42,"2022-DJF",-0.97,"2022-DJF"
"93",2022,"DJF",-22.96,-30.15,0.44,"2022-DJF",-0.97,"2022-DJF"
"94",2022,"DJF",-22.96,-29.42,0.82,"2022-DJF",-0.97,"2022-DJF"
"95",2022,"DJF",-22.95,-31.65,0.78,"2022-DJF",-0.97,"2022-DJF"
"96",2022,"DJF",-22.95,-31.17,1.06,"2022-DJF",-0.97,"2022-DJF"
"97",2022,"DJF",-22.94,-31.65,0.43,"2022-DJF",-0.97,"2022-DJF"
"98",2022,"DJF",-22.93,-31.22,1.06,"2022-DJF",-0.97,"2022-DJF"
"99",2022,"DJF",-22.93,-30.35,1.02,"2022-DJF",-0.97,"2022-DJF"
"100",2022,"DJF",-22.93,-30.27,0.83,"2022-DJF",-0.97,"2022-DJF"
"101",2022,"DJF",-22.92,-30.94,0.83,"2022-DJF",-0.97,"2022-DJF"
"102",2022,"DJF",-22.91,-31.02,1.82,"2022-DJF",-0.97,"2022-DJF"
"103",2022,"DJF",-22.9,-31.1,3.91,"2022-DJF",-0.97,"2022-DJF"
"104",2022,"DJF",-22.9,-31.08,0.52,"2022-DJF",-0.97,"2022-DJF"
"105",2022,"DJF",-22.9,-30.39,1.05,"2022-DJF",-0.97,"2022-DJF"
"106",2022,"DJF",-22.89,-31.11,0.75,"2022-DJF",-0.97,"2022-DJF"
"107",2022,"DJF",-22.89,-30.16,1,"2022-DJF",-0.97,"2022-DJF"
"108",2022,"DJF",-22.88,-31.29,7.35,"2022-DJF",-0.97,"2022-DJF"
"109",2022,"DJF",-22.88,-31.18,0.99,"2022-DJF",-0.97,"2022-DJF"
"110",2022,"DJF",-22.88,-30.98,0.96,"2022-DJF",-0.97,"2022-DJF"
"111",2022,"DJF",-22.88,-30.28,0.77,"2022-DJF",-0.97,"2022-DJF"
"112",2022,"DJF",-22.88,-29.46,0.77,"2022-DJF",-0.97,"2022-DJF"
"113",2022,"DJF",-22.87,-30.92,1.17,"2022-DJF",-0.97,"2022-DJF"
"114",2022,"DJF",-22.86,-31,3.45,"2022-DJF",-0.97,"2022-DJF"
"115",2022,"DJF",-22.86,-30.32,1.07,"2022-DJF",-0.97,"2022-DJF"
"116",2022,"DJF",-22.86,-30.26,1.2,"2022-DJF",-0.97,"2022-DJF"
"117",2022,"DJF",-22.85,-30.99,2.09,"2022-DJF",-0.97,"2022-DJF"
"118",2022,"DJF",-22.85,-30.93,1.32,"2022-DJF",-0.97,"2022-DJF"
"119",2022,"DJF",-22.85,-30.92,0.39,"2022-DJF",-0.97,"2022-DJF"
"120",2022,"DJF",-22.85,-30.88,0.52,"2022-DJF",-0.97,"2022-DJF"
"121",2022,"DJF",-22.85,-30.82,0.77,"2022-DJF",-0.97,"2022-DJF"
"122",2022,"DJF",-22.85,-30.21,0.35,"2022-DJF",-0.97,"2022-DJF"
"123",2022,"DJF",-22.85,-30.19,0.93,"2022-DJF",-0.97,"2022-DJF"
"124",2022,"DJF",-22.84,-30.99,1.81,"2022-DJF",-0.97,"2022-DJF"
"125",2022,"DJF",-22.84,-30.98,1.09,"2022-DJF",-0.97,"2022-DJF"
"126",2022,"DJF",-22.84,-30.37,1.03,"2022-DJF",-0.97,"2022-DJF"
"127",2022,"DJF",-22.83,-31.32,0.98,"2022-DJF",-0.97,"2022-DJF"
"128",2022,"DJF",-22.83,-31.01,1.97,"2022-DJF",-0.97,"2022-DJF"
"129",2022,"DJF",-22.83,-30.98,6.04,"2022-DJF",-0.97,"2022-DJF"
"130",2022,"DJF",-22.83,-30.84,1.17,"2022-DJF",-0.97,"2022-DJF"
"131",2022,"DJF",-22.83,-30.27,0.97,"2022-DJF",-0.97,"2022-DJF"
"132",2022,"DJF",-22.83,-29.51,1.12,"2022-DJF",-0.97,"2022-DJF"
"133",2022,"DJF",-22.82,-31.9,1.05,"2022-DJF",-0.97,"2022-DJF"
"134",2022,"DJF",-22.82,-31.84,2.29,"2022-DJF",-0.97,"2022-DJF"
"135",2022,"DJF",-22.82,-31.36,0.3,"2022-DJF",-0.97,"2022-DJF"
"136",2022,"DJF",-22.82,-30.96,0.99,"2022-DJF",-0.97,"2022-DJF"
"137",2022,"DJF",-22.82,-30.39,1.6,"2022-DJF",-0.97,"2022-DJF"
"138",2022,"DJF",-22.82,-30.38,1.35,"2022-DJF",-0.97,"2022-DJF"
"139",2022,"DJF",-22.82,-30.26,0.25,"2022-DJF",-0.97,"2022-DJF"
"140",2022,"DJF",-22.82,-30.15,0.62,"2022-DJF",-0.97,"2022-DJF"
"141",2022,"DJF",-22.81,-30.99,0.89,"2022-DJF",-0.97,"2022-DJF"
"142",2022,"DJF",-22.81,-30.33,0.92,"2022-DJF",-0.97,"2022-DJF"
"143",2022,"DJF",-22.81,-30.12,0.78,"2022-DJF",-0.97,"2022-DJF"
"144",2022,"DJF",-22.81,-28.96,0.99,"2022-DJF",-0.97,"2022-DJF"
"145",2022,"DJF",-22.8,-31.83,0.95,"2022-DJF",-0.97,"2022-DJF"
"146",2022,"DJF",-22.8,-30.39,0.97,"2022-DJF",-0.97,"2022-DJF"
"147",2022,"DJF",-22.8,-28.95,0.8,"2022-DJF",-0.97,"2022-DJF"
"148",2022,"DJF",-22.8,-28.94,0.9,"2022-DJF",-0.97,"2022-DJF"
"149",2022,"DJF",-22.79,-31.54,1.19,"2022-DJF",-0.97,"2022-DJF"
"150",2022,"DJF",-22.79,-30.07,1.65,"2022-DJF",-0.97,"2022-DJF"
"151",2022,"DJF",-22.79,-30.05,0.95,"2022-DJF",-0.97,"2022-DJF"
"152",2022,"DJF",-22.79,-29.01,0.19,"2022-DJF",-0.97,"2022-DJF"
"153",2022,"DJF",-22.78,-31.39,0.45,"2022-DJF",-0.97,"2022-DJF"
"154",2022,"DJF",-22.78,-30.06,0.78,"2022-DJF",-0.97,"2022-DJF"
"155",2022,"DJF",-22.77,-31.74,1.17,"2022-DJF",-0.97,"2022-DJF"
"156",2022,"DJF",-22.77,-31.56,0.97,"2022-DJF",-0.97,"2022-DJF"
"157",2022,"DJF",-22.77,-30.1,0.95,"2022-DJF",-0.97,"2022-DJF"
"158",2022,"DJF",-22.77,-30.02,1.2,"2022-DJF",-0.97,"2022-DJF"
"159",2022,"DJF",-22.77,-30,1.37,"2022-DJF",-0.97,"2022-DJF"
"160",2022,"DJF",-22.77,-29.4,2.88,"2022-DJF",-0.97,"2022-DJF"
"161",2022,"DJF",-22.76,-31.65,1.1,"2022-DJF",-0.97,"2022-DJF"
"162",2022,"DJF",-22.76,-31.32,1.45,"2022-DJF",-0.97,"2022-DJF"
"163",2022,"DJF",-22.76,-30.39,1.43,"2022-DJF",-0.97,"2022-DJF"
"164",2022,"DJF",-22.76,-30.18,0.48,"2022-DJF",-0.97,"2022-DJF"
"165",2022,"DJF",-22.76,-30.09,0.93,"2022-DJF",-0.97,"2022-DJF"
"166",2022,"DJF",-22.76,-29.99,1.05,"2022-DJF",-0.97,"2022-DJF"
"167",2022,"DJF",-22.76,-29.59,1.3,"2022-DJF",-0.97,"2022-DJF"
"168",2022,"DJF",-22.76,-29.4,4.05,"2022-DJF",-0.97,"2022-DJF"
"169",2022,"DJF",-22.75,-30.91,0.4,"2022-DJF",-0.97,"2022-DJF"
"170",2022,"DJF",-22.75,-30.2,0.75,"2022-DJF",-0.97,"2022-DJF"
"171",2022,"DJF",-22.75,-30.01,0.69,"2022-DJF",-0.97,"2022-DJF"
"172",2022,"DJF",-22.74,-30.47,0.27,"2022-DJF",-0.97,"2022-DJF"
"173",2022,"DJF",-22.74,-30.26,0.42,"2022-DJF",-0.97,"2022-DJF"
"174",2022,"DJF",-22.74,-29.89,1.22,"2022-DJF",-0.97,"2022-DJF"
"175",2022,"DJF",-22.73,-31.84,0,"2022-DJF",-0.97,"2022-DJF"
"176",2022,"DJF",-22.73,-29.96,0.94,"2022-DJF",-0.97,"2022-DJF"
"177",2022,"DJF",-22.73,-28.94,0.69,"2022-DJF",-0.97,"2022-DJF"
"178",2022,"DJF",-22.72,-31.08,0.55,"2022-DJF",-0.97,"2022-DJF"
"179",2022,"DJF",-22.72,-31.07,1.2,"2022-DJF",-0.97,"2022-DJF"
"180",2022,"DJF",-22.72,-30.27,0.74,"2022-DJF",-0.97,"2022-DJF"
"181",2022,"DJF",-22.72,-29.92,0.78,"2022-DJF",-0.97,"2022-DJF"
"182",2022,"DJF",-22.71,-30.42,0.63,"2022-DJF",-0.97,"2022-DJF"
"183",2022,"DJF",-22.71,-30.39,0.83,"2022-DJF",-0.97,"2022-DJF"
"184",2022,"DJF",-22.71,-30.1,1.35,"2022-DJF",-0.97,"2022-DJF"
"185",2022,"DJF",-22.71,-29.92,1.67,"2022-DJF",-0.97,"2022-DJF"
"186",2022,"DJF",-22.71,-29.91,0.56,"2022-DJF",-0.97,"2022-DJF"
"187",2022,"DJF",-22.71,-29.89,1.08,"2022-DJF",-0.97,"2022-DJF"
"188",2022,"DJF",-22.71,-28.94,0.71,"2022-DJF",-0.97,"2022-DJF"
"189",2022,"DJF",-22.71,-28.93,1.23,"2022-DJF",-0.97,"2022-DJF"
"190",2022,"DJF",-22.71,-28.92,0.97,"2022-DJF",-0.97,"2022-DJF"
"191",2022,"DJF",-22.7,-30.5,1.5,"2022-DJF",-0.97,"2022-DJF"
"192",2022,"DJF",-22.7,-30.18,0.75,"2022-DJF",-0.97,"2022-DJF"
"193",2022,"DJF",-22.7,-30.08,0.7,"2022-DJF",-0.97,"2022-DJF"
"194",2022,"DJF",-22.7,-29.95,1.08,"2022-DJF",-0.97,"2022-DJF"
"195",2022,"DJF",-22.7,-29.94,1.03,"2022-DJF",-0.97,"2022-DJF"
"196",2022,"DJF",-22.69,-30.92,1.22,"2022-DJF",-0.97,"2022-DJF"
"197",2022,"DJF",-22.69,-30.4,0.71,"2022-DJF",-0.97,"2022-DJF"
"198",2022,"DJF",-22.69,-30.2,1.63,"2022-DJF",-0.97,"2022-DJF"
"199",2022,"DJF",-22.69,-30.06,1.47,"2022-DJF",-0.97,"2022-DJF"
"200",2022,"DJF",-22.69,-29.94,1.03,"2022-DJF",-0.97,"2022-DJF"
"201",2022,"DJF",-22.69,-29.91,0.68,"2022-DJF",-0.97,"2022-DJF"
"202",2022,"DJF",-22.68,-30.4,0.75,"2022-DJF",-0.97,"2022-DJF"
"203",2022,"DJF",-22.68,-29.84,0.69,"2022-DJF",-0.97,"2022-DJF"
"204",2022,"DJF",-22.68,-28.88,0.56,"2022-DJF",-0.97,"2022-DJF"
"205",2022,"DJF",-22.67,-30.78,1.52,"2022-DJF",-0.97,"2022-DJF"
"206",2022,"DJF",-22.67,-30.41,1.95,"2022-DJF",-0.97,"2022-DJF"
"207",2022,"DJF",-22.67,-30.08,0.57,"2022-DJF",-0.97,"2022-DJF"
"208",2022,"DJF",-22.67,-29.99,1.1,"2022-DJF",-0.97,"2022-DJF"
"209",2022,"DJF",-22.67,-29.76,1.37,"2022-DJF",-0.97,"2022-DJF"
"210",2022,"DJF",-22.67,-29.69,0.98,"2022-DJF",-0.97,"2022-DJF"
"211",2022,"DJF",-22.66,-30.91,0.12,"2022-DJF",-0.97,"2022-DJF"
"212",2022,"DJF",-22.66,-30.86,0.4,"2022-DJF",-0.97,"2022-DJF"
"213",2022,"DJF",-22.66,-30.64,1.03,"2022-DJF",-0.97,"2022-DJF"
"214",2022,"DJF",-22.66,-30.47,1.04,"2022-DJF",-0.97,"2022-DJF"
"215",2022,"DJF",-22.66,-30.43,2.03,"2022-DJF",-0.97,"2022-DJF"
"216",2022,"DJF",-22.66,-30.42,2.42,"2022-DJF",-0.97,"2022-DJF"
"217",2022,"DJF",-22.66,-30.13,1.15,"2022-DJF",-0.97,"2022-DJF"
"218",2022,"DJF",-22.66,-30,1.08,"2022-DJF",-0.97,"2022-DJF"
"219",2022,"DJF",-22.66,-29.92,1.22,"2022-DJF",-0.97,"2022-DJF"
"220",2022,"DJF",-22.66,-29.87,0.45,"2022-DJF",-0.97,"2022-DJF"
"221",2022,"DJF",-22.66,-29.86,0.83,"2022-DJF",-0.97,"2022-DJF"
"222",2022,"DJF",-22.66,-29.85,0.5,"2022-DJF",-0.97,"2022-DJF"
"223",2022,"DJF",-22.66,-29.71,0.42,"2022-DJF",-0.97,"2022-DJF"
"224",2022,"DJF",-22.66,-28.95,1.2,"2022-DJF",-0.97,"2022-DJF"
"225",2022,"DJF",-22.65,-30.52,0.74,"2022-DJF",-0.97,"2022-DJF"
"226",2022,"DJF",-22.65,-30.49,0.92,"2022-DJF",-0.97,"2022-DJF"
"227",2022,"DJF",-22.65,-30.47,1.17,"2022-DJF",-0.97,"2022-DJF"
"228",2022,"DJF",-22.65,-30.33,1.3,"2022-DJF",-0.97,"2022-DJF"
"229",2022,"DJF",-22.65,-30.27,0.7,"2022-DJF",-0.97,"2022-DJF"
"230",2022,"DJF",-22.64,-30.14,1.13,"2022-DJF",-0.97,"2022-DJF"
"231",2022,"DJF",-22.64,-30.07,0.96,"2022-DJF",-0.97,"2022-DJF"
"232",2022,"DJF",-22.64,-29.92,1.22,"2022-DJF",-0.97,"2022-DJF"
"233",2022,"DJF",-22.64,-29.66,2.55,"2022-DJF",-0.97,"2022-DJF"
"234",2022,"DJF",-22.64,-29.63,1.65,"2022-DJF",-0.97,"2022-DJF"
"235",2022,"DJF",-22.64,-29.62,0.58,"2022-DJF",-0.97,"2022-DJF"
"236",2022,"DJF",-22.64,-28.92,0.9,"2022-DJF",-0.97,"2022-DJF"
"237",2022,"DJF",-22.63,-31.02,1.22,"2022-DJF",-0.97,"2022-DJF"
"238",2022,"DJF",-22.63,-30.14,0.86,"2022-DJF",-0.97,"2022-DJF"
"239",2022,"DJF",-22.63,-30.13,1.53,"2022-DJF",-0.97,"2022-DJF"
"240",2022,"DJF",-22.63,-29.92,0.42,"2022-DJF",-0.97,"2022-DJF"
"241",2022,"DJF",-22.63,-29.78,0.75,"2022-DJF",-0.97,"2022-DJF"
"242",2022,"DJF",-22.63,-29.75,6.33,"2022-DJF",-0.97,"2022-DJF"
"243",2022,"DJF",-22.63,-29.74,1.07,"2022-DJF",-0.97,"2022-DJF"
"244",2022,"DJF",-22.63,-29.64,2.74,"2022-DJF",-0.97,"2022-DJF"
"245",2022,"DJF",-22.62,-30.16,1,"2022-DJF",-0.97,"2022-DJF"
"246",2022,"DJF",-22.62,-30.15,1.12,"2022-DJF",-0.97,"2022-DJF"
"247",2022,"DJF",-22.62,-29.83,0.1,"2022-DJF",-0.97,"2022-DJF"
"248",2022,"DJF",-22.62,-29.77,1.4,"2022-DJF",-0.97,"2022-DJF"
"249",2022,"DJF",-22.62,-29.76,0.3,"2022-DJF",-0.97,"2022-DJF"
"250",2022,"DJF",-22.62,-29.64,0.75,"2022-DJF",-0.97,"2022-DJF"
"251",2022,"DJF",-22.62,-29.63,1.04,"2022-DJF",-0.97,"2022-DJF"
"252",2022,"DJF",-22.62,-29.59,4.27,"2022-DJF",-0.97,"2022-DJF"
"253",2022,"DJF",-22.61,-30.66,1.38,"2022-DJF",-0.97,"2022-DJF"
"254",2022,"DJF",-22.61,-30.09,0.91,"2022-DJF",-0.97,"2022-DJF"
"255",2022,"DJF",-22.61,-29.86,1.02,"2022-DJF",-0.97,"2022-DJF"
"256",2022,"DJF",-22.61,-29.69,0.75,"2022-DJF",-0.97,"2022-DJF"
"257",2022,"DJF",-22.6,-29.85,0.85,"2022-DJF",-0.97,"2022-DJF"
"258",2022,"DJF",-22.6,-29.78,1.85,"2022-DJF",-0.97,"2022-DJF"
"259",2022,"DJF",-22.6,-29.71,1.04,"2022-DJF",-0.97,"2022-DJF"
"260",2022,"DJF",-22.59,-30.58,0.2,"2022-DJF",-0.97,"2022-DJF"
"261",2022,"DJF",-22.59,-29.65,0.72,"2022-DJF",-0.97,"2022-DJF"
"262",2022,"DJF",-22.59,-28.83,1.17,"2022-DJF",-0.97,"2022-DJF"
"263",2022,"DJF",-22.58,-29.6,2.05,"2022-DJF",-0.97,"2022-DJF"
"264",2022,"DJF",-22.57,-30.67,1.03,"2022-DJF",-0.97,"2022-DJF"
"265",2022,"DJF",-22.57,-30.15,1.04,"2022-DJF",-0.97,"2022-DJF"
"266",2022,"DJF",-22.57,-29.76,0.77,"2022-DJF",-0.97,"2022-DJF"
"267",2022,"DJF",-22.57,-29.24,0.03,"2022-DJF",-0.97,"2022-DJF"
"268",2022,"DJF",-22.56,-32.11,1.2,"2022-DJF",-0.97,"2022-DJF"
"269",2022,"DJF",-22.56,-31.02,0.9,"2022-DJF",-0.97,"2022-DJF"
"270",2022,"DJF",-22.56,-29.6,0.25,"2022-DJF",-0.97,"2022-DJF"
"271",2022,"DJF",-22.56,-29.23,3.17,"2022-DJF",-0.97,"2022-DJF"
"272",2022,"DJF",-22.55,-32.08,1.08,"2022-DJF",-0.97,"2022-DJF"
"273",2022,"DJF",-22.55,-29.84,1.01,"2022-DJF",-0.97,"2022-DJF"
"274",2022,"DJF",-22.55,-29.23,1.03,"2022-DJF",-0.97,"2022-DJF"
"275",2022,"DJF",-22.55,-29.22,0.5,"2022-DJF",-0.97,"2022-DJF"
"276",2022,"DJF",-22.55,-28.74,0.76,"2022-DJF",-0.97,"2022-DJF"
"277",2022,"DJF",-22.54,-30.2,1.01,"2022-DJF",-0.97,"2022-DJF"
"278",2022,"DJF",-22.54,-29.99,1.8,"2022-DJF",-0.97,"2022-DJF"
"279",2022,"DJF",-22.54,-29.85,1.28,"2022-DJF",-0.97,"2022-DJF"
"280",2022,"DJF",-22.54,-28.9,0.76,"2022-DJF",-0.97,"2022-DJF"
"281",2022,"DJF",-22.54,-28.73,1.12,"2022-DJF",-0.97,"2022-DJF"
"282",2022,"DJF",-22.53,-29.72,1.11,"2022-DJF",-0.97,"2022-DJF"
"283",2022,"DJF",-22.52,-31.18,2.08,"2022-DJF",-0.97,"2022-DJF"
"284",2022,"DJF",-22.52,-30.26,1.84,"2022-DJF",-0.97,"2022-DJF"
"285",2022,"DJF",-22.52,-29.9,0.95,"2022-DJF",-0.97,"2022-DJF"
"286",2022,"DJF",-22.51,-31.99,0.86,"2022-DJF",-0.97,"2022-DJF"
"287",2022,"DJF",-22.51,-31.18,1.93,"2022-DJF",-0.97,"2022-DJF"
"288",2022,"DJF",-22.51,-31.15,4.8,"2022-DJF",-0.97,"2022-DJF"
"289",2022,"DJF",-22.49,-30.68,0.83,"2022-DJF",-0.97,"2022-DJF"
"290",2022,"DJF",-22.49,-30.35,1.21,"2022-DJF",-0.97,"2022-DJF"
"291",2022,"DJF",-22.49,-30.3,1.97,"2022-DJF",-0.97,"2022-DJF"
"292",2022,"DJF",-22.49,-30.2,0.77,"2022-DJF",-0.97,"2022-DJF"
"293",2022,"DJF",-22.49,-30,1.03,"2022-DJF",-0.97,"2022-DJF"
"294",2022,"DJF",-22.49,-28.87,1.02,"2022-DJF",-0.97,"2022-DJF"
"295",2022,"DJF",-22.48,-31.82,1.16,"2022-DJF",-0.97,"2022-DJF"
"296",2022,"DJF",-22.48,-31.16,0.39,"2022-DJF",-0.97,"2022-DJF"
"297",2022,"DJF",-22.48,-30.3,2.05,"2022-DJF",-0.97,"2022-DJF"
